YEAR,SEASON_REF,SEASON,PROJECT_CODE,PROJECT,TRIP_NO,ADFG_NO,VESSEL_NAME,SAMPLE_DATE,START_DATE,END_DATE,TICKET_NO,I_REGISTRATION_AREA_CODE,I_FISHERY_CODE,I_FISHERY,DISTRICT,SUB_DISTRICT,SPECIMEN_NO,SPECIES_CODE,SPECIES,I_SPECIES_CLASS_CODE,I_SPECIES_CLASS,SEX_CODE,SEX,RECRUIT_STATUS,WIDTH_MILLIMETERS,LENGTH_MILLIMETERS,CHELA_HEIGHT_MILLIMETERS,WEIGHT_GRAMS,SHELL_CONDITION_CODE,SHELL_CONDITION,LEG_CONDITION_CODE,LEG_CONDITION,PARASITE_CODE,PARASITE,BLACKMAT_CODE,BLACKMAT,DURO_READING_1,DURO_READING_2,DURO_READING_3,COMMENTS
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,11,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,177,,3900,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,12,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,197,,4650,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,13,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,190,,4550,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,14,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,203,,5650,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,15,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,198,,5050,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,16,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,197,,4850,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,17,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,190,,4600,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,18,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,191,,4700,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,19,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,203,,6050,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,20,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,174,,3400,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,21,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,188,,4250,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,22,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,192,,4550,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,23,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,4100,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,24,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,198,,5100,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,25,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,188,,4150,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,26,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,185,,3950,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,27,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,200,,5100,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,28,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,182,,4000,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,29,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,185,,3850,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,30,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,179,,3700,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,31,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,172,,3450,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,32,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,202,,5450,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,33,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,198,,4950,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,34,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,190,,5000,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,35,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,190,,,4,Old,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,36,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,189,,4600,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,37,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,182,,3950,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,38,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,192,,4550,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,39,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,195,,5150,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,40,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,200,,5450,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,41,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,183,,3900,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,42,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,3550,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,43,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,172,,3700,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,44,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,170,,,3,New,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,45,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,209,,6550,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,46,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,190,,,4,Old,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,47,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,201,,5100,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,48,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,3850,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,49,923,Golden king crab,CF,Golden King Crab,1,Male,PR4,,196,,,4,Old,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,50,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,166,,2800,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,51,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,202,,,3,New,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,52,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,3000,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,53,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,188,,,3,New,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,54,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,194,,,3,New,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,55,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,184,,,4,Old,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,56,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,200,,,3,New,2,One leg or claw missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,57,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,164,,2950,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,58,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,176,,,4,Old,3,Two or more legs/claws missing or regenerated,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,59,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,175,,3700,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3001,44010,PATRIOT,2/22/2012,2/16/2012,2/20/2012,3000141,A,502,Icy Strait GKC,114,25,60,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,186,,4100,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,1,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,179,,3940,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,2,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,186,,3960,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,3,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,187,,4040,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,4,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,178,,3580,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,5,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,193,,4900,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,6,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,195,,5060,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,7,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,178,,3440,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,8,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,159,,2540,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,9,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,193,,4580,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,10,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,197,,5180,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,11,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,178,,3640,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,12,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,173,,3640,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,13,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,3140,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,14,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,184,,4460,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,15,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,192,,4420,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,16,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,178,,3120,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,17,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,173,,3220,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,18,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,176,,3460,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,19,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,193,,4340,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,20,923,Golden king crab,CF,Golden King Crab,1,Male,Pre_Recruit,,147,,2040,3,New,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,21,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,179,,3360,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,22,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,183,,3700,4,Old,1,Normal,1,None present,0,None Observed,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,3002,40961,TSIU,3/10/2012,2/18/2012,3/7/2012,3000302,A,501,Northern GKC,112,,23,923,Golden king crab,CF,Golden King Crab,1,Male,PR3,,184,,4320,4,Old,1,Normal,1,None present,0,None Observed,,,,
